State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,06/08/2020,4900,5000,5000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,14/08/2020,4900,5000,5000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,17/08/2020,4900,5000,5000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,18/08/2020,4900,5000,5000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,22/08/2020,5900,6000,6000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,01/09/2020,5900,6000,6000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,02/09/2020,5900,6000,6000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,12/09/2020,5700,5800,5800,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,15/09/2020,5700,5800,5800,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,22/09/2020,5500,5600,5600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,01/10/2020,4900,5000,5000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,03/10/2020,4900,5000,5000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,08/10/2020,4800,4900,4900,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,17/10/2020,1600,1700,1700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,27/10/2020,1500,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,16/11/2020,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,17/11/2020,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,18/11/2020,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,26/11/2020,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,29/11/2020,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,01/12/2020,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,04/12/2020,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,12/12/2020,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,14/12/2020,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,17/12/2020,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,10/05/2024,9900,10000,10000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,17/05/2024,9900,10000,10000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,28/05/2024,10900,11000,11000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,10/01/2024,6800,6900,6900,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,17/01/2024,7300,7400,7400,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,18/01/2024,7400,7500,7500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,30/04/2024,10200,10300,10300,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,18/01/2022,1000,1100,1100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,22/01/2022,1000,1100,1100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,24/01/2022,1000,1100,1100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,26/01/2022,1000,1100,1100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,23/02/2022,900,1000,1000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,28/02/2022,1700,1800,1800,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,02/03/2022,1700,1800,1800,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,10/03/2022,1900,2000,2000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,21/03/2022,1900,2000,2000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,09/04/2022,1700,1800,1800,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,11/04/2022,1600,1700,1700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,12/04/2022,1600,1700,1700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,25/04/2022,1600,1700,1700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,26/04/2022,1600,1700,1700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,28/04/2022,1600,1700,1700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,29/04/2022,1600,1700,1700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,04/05/2022,1600,1700,1700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,05/05/2022,1600,1700,1700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,09/05/2022,1500,1600,1600,103
